,precision,recall,f1-score,support
J甲474,0.6666666666666666,0.75,0.7058823529411765,16.0
M甲157-12,0.6666666666666666,0.26666666666666666,0.3809523809523809,15.0
M甲157-18,0.5238095238095238,0.6875,0.5945945945945946,16.0
M甲162,0.6470588235294118,0.7333333333333333,0.6875,15.0
accuracy,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516
macro avg,0.6260504201680672,0.609375,0.592232332122038,62.0
weighted avg,0.6250564742025843,0.6129032258064516,0.5941034979815815,62.0
